time,BDOT,RAIN,TS,SMELT,SUBLIM,SRHO
3/6/1981,0.232415869,1.69E-18,256.0041667,0.137294573,0,108.6347706
3/7/1981,0.013450517,1.32E-20,241.74375,0.439441363,0,113.7079562
3/8/1981,0.493626294,0,251.7645833,0.312360932,0,111.6703346
3/9/1981,1.78975772,0,257.99375,0.293352345,0,154.6243536
3/10/1981,2.699334974,0,258.5770833,0.132627505,0,124.1653422
3/11/1981,3.947452372,1.36E-17,260.5770833,0.082831288,0,120.6663977
3/12/1981,6.810351199,0,261.025,0.147019606,0,125.0444901
3/13/1981,1.183816939,0,255.0458333,0.277613364,0,129.8596003
3/14/1981,4.082315498,0,257.7125,0.057118939,0,132.3376764
3/15/1981,0.068478532,0,246.9520833,0.384753143,0,135.960576
3/16/1981,0.758412217,0,253.2229167,0.404410418,0,140.7499745
3/17/1981,1.399462233,0,262.1083333,0.198203257,0,143.5675984
3/18/1981,0.092349477,1.62E-24,260.5666667,0.506952922,0,147.1688227
3/19/1981,2.859795094,0,257.8895833,0.302516505,0,150.4469132
3/20/1981,1.783190686,0,258.1604167,0.511257395,0,149.474993
3/21/1981,1.197931415,5.17E-23,255.8166667,0.82858488,0,146.9838401
3/22/1981,0.766756788,0,250.9729167,0.874145568,0,141.8992074
3/23/1981,1.544364433,0,254.8791667,0.532501943,0,160.3834567
3/24/1981,1.602859002,6.78E-18,258.9625,0.646016139,0,181.0405635
3/25/1981,0.847411804,0,257.9729167,0.846354744,0,182.6132696
3/26/1981,7.507115114,0,260.8166667,0.187113744,0,180.5079684
3/27/1981,7.258112698,5.42E-17,260.36875,0.083097444,0,141.9272336
3/28/1981,0.255181629,0,252.4729167,0.780425587,0,174.2183976
3/29/1981,0.689276792,0,256.3791667,0.808048332,0,180.2889892
3/30/1981,0.346404455,0,254.5041667,0.881236102,0,184.8583949
3/31/1981,6.908298658,0,256.05625,0.321690437,0,134.5498311
4/1/1981,4.430491052,0,257.3791667,0.120769496,0,110.8550828
4/2/1981,6.769179543,1.08E-16,257.7125,0.176938006,0,106.3410325
4/3/1981,0.8500351,0,254.4104167,0.632312647,0,106.1863173
4/4/1981,4.672364981,0,254.3375,0.266542416,0,104.910856
4/5/1981,2.042498372,0,252.8895833,0.407565969,0,150.9575369
4/6/1981,0.514041105,8.47E-19,251.6708333,1.240341025,0,154.3555211
4/7/1981,3.073291454,0,255.1604167,0.754954562,0,156.9464266
4/8/1981,9.634324587,0,256.1395833,0.14079556,0,130.1000883
4/9/1981,1.580832576,0,254.3270833,0.524976608,0,130.9100465
4/10/1981,0.171961576,4.14E-22,247.9833333,1.045299226,0,137.5258888
4/11/1981,0.026805286,0,247.2333333,1.176588191,0,145.0389657
4/12/1981,2.128922689,0,249.2854167,1.124393779,0,151.1165052
4/13/1981,0.932445964,0,250.65,0.889743253,0,172.6380698
4/14/1981,0.548571879,0,243.7541667,0.869834947,0,204.6837987
4/15/1981,0.599926706,1.69E-18,250.15,1.160754732,0,208.5516628
4/16/1981,1.432187023,0,252.3270833,0.615179412,0,211.799123
4/17/1981,0.647251959,0,257.55625,1.369297359,0,211.4184341
4/18/1981,0.236063437,0,255.0354167,1.732276824,0,217.6789581
4/19/1981,1.870943391,0,262.0041667,1.037453672,0,220.5133533
4/20/1981,1.891392882,5.29E-20,258.36875,0.828322757,0,222.546923
4/21/1981,0.02111269,1.32E-20,257.8791667,1.875319734,0,210.1110065
4/22/1981,0.790846771,0,262.775,7.177619888,0,249.8289655
4/23/1981,1.606056493,2.03E-17,263.0145833,5.880131404,0,300.6288273
4/24/1981,0.417772642,0,262.2125,6.24026117,0,312.1450415
4/25/1981,0.163767179,4.24E-19,260.5145833,5.479843053,0,320.1577264
4/26/1981,5.032495898,0,265.61875,3.683994138,0,314.6362174
4/27/1981,2.302394684,0,262.2645833,2.397576201,0,307.2041066
4/28/1981,4.329323598,0,265.2958333,1.061292908,0,298.6261727
4/29/1981,5.349101257,0,262.9104167,1.423495108,0,253.2350307
4/30/1981,0.035475655,1.65E-21,261.30625,1.756626699,0,244.756738
5/1/1981,8.260724342,0,262.1395833,4.131856977,0,253.6632742
5/2/1981,8.09286305,0,266.6395833,1.235553864,0,226.6850925
5/3/1981,0.427142996,0,263.18125,1.241689895,0,227.9049598
5/4/1981,0.815109455,0,266.7333333,0.90405981,0,230.6317974
5/5/1981,0.127124804,0,266.6708333,2.657875655,0,237.7427103
5/6/1981,0.000740928,1.54E-06,265.6395833,10.60404049,0,269.003028
5/7/1981,0.003656654,0.024666103,267.025,14.13044034,0,327.023204
5/8/1981,0.001772093,0.000917114,266.61875,13.76961079,0,348.8608357
5/9/1981,2.419433909,0.490283512,266.36875,8.413214431,0,376.8081839
5/10/1981,1.622752757,0,267.80625,4.522588609,0,402.3837153
5/11/1981,3.924707014,0,268.0770833,5.000826623,0,392.1083232
5/12/1981,2.652954452,0,265.36875,7.816075279,0,391.8007135
5/13/1981,0.14503281,0.07877837,264.3166667,9.685056419,0,410.2250356
5/14/1981,10.35425977,1.24375348,267.9833333,3.532808827,0,407.7637935
